project_id	person_id	role	source_name	resolution_method	resolution_status
401-RA	person:leader:fa3dd095d626	PRINCIPAL_INVESTIGATOR	pei wang	CANONICAL_PROJECT_SOURCE	ACCEPTED
402-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
404-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
409-RA	person:eqmember:17956	PRINCIPAL_INVESTIGATOR	Ning Yan Gu	CANONICAL_PROJECT_SOURCE	ACCEPTED
414-PHD	person:eqmember:19030	PRINCIPAL_INVESTIGATOR	Maja Kuharic	CANONICAL_PROJECT_SOURCE	ACCEPTED
415-RA	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
416-RA	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
417-RA	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
420-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
425-RA	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
426-RA	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
427-RA	person:eqmember:17815	PRINCIPAL_INVESTIGATOR	Chris Sampson	CANONICAL_PROJECT_SOURCE	ACCEPTED
428-RA	person:eqmember:18002	PRINCIPAL_INVESTIGATOR	Tianxin Pan	CANONICAL_PROJECT_SOURCE	ACCEPTED
429-RA	person:leader:0687af044b11	PRINCIPAL_INVESTIGATOR	Jenny Downs	CANONICAL_PROJECT_SOURCE	ACCEPTED
430-RA	person:leader:04cf56c7a04c	PRINCIPAL_INVESTIGATOR	Kompal Sinha	CANONICAL_PROJECT_SOURCE	ACCEPTED
431-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
432-RA	person:eqmember:17821	PRINCIPAL_INVESTIGATOR	David Mott	CANONICAL_PROJECT_SOURCE	ACCEPTED
435-RA	person:leader:78f0dc6cb8d8	PRINCIPAL_INVESTIGATOR	Arthur Attema	CANONICAL_PROJECT_SOURCE	ACCEPTED
436-RA	person:leader:ece94cf47888	PRINCIPAL_INVESTIGATOR	Begashaw Melaku Gebresillassie	CANONICAL_PROJECT_SOURCE	ACCEPTED
439-PHD	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
441-RA	person:eqmember:18004	PRINCIPAL_INVESTIGATOR	Trudy Sullivan	CANONICAL_PROJECT_SOURCE	ACCEPTED
442-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Dermawan Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
444-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Ricahrd Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
445-RA	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
449-RA	person:leader:6cc4c9299d70	PRINCIPAL_INVESTIGATOR	Goitom Molalign Takele	CANONICAL_PROJECT_SOURCE	ACCEPTED
450-RA	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan M. Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
452-RA	person:eqmember:17924	PRINCIPAL_INVESTIGATOR	Mark Oppe	CANONICAL_PROJECT_SOURCE	ACCEPTED
454-RA	person:leader:c05d651d6895	PRINCIPAL_INVESTIGATOR	Ilias Goranitis	CANONICAL_PROJECT_SOURCE	ACCEPTED
456-RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
458-RA	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
460-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
461-RA	person:eqmember:19005	PRINCIPAL_INVESTIGATOR	Bas Janssen	CANONICAL_PROJECT_SOURCE	ACCEPTED
462-RA	person:eqmember:18008	PRINCIPAL_INVESTIGATOR	Victor Zarate	CANONICAL_PROJECT_SOURCE	ACCEPTED
464-RA	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin M. Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
466-RA	person:eqmember:19032	PRINCIPAL_INVESTIGATOR	Mina Bahrampour	CANONICAL_PROJECT_SOURCE	ACCEPTED
512-RA	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
59-VS	person:leader:9298090f50fe	PRINCIPAL_INVESTIGATOR	Sandjar Djalalov	CANONICAL_PROJECT_SOURCE	ACCEPTED
60-VS	person:leader:3722354a14bd	PRINCIPAL_INVESTIGATOR	Abeer Al Rabayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
645-RA	person:eqmember:17861	PRINCIPAL_INVESTIGATOR	Gouke Bonsel	CANONICAL_PROJECT_SOURCE	ACCEPTED
69-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
71-RA	person:leader:c39630e8495b	PRINCIPAL_INVESTIGATOR	Judith Bosmans	CANONICAL_PROJECT_SOURCE	ACCEPTED
74-RA	person:eqmember:17893	PRINCIPAL_INVESTIGATOR	Juan Manuel Ramos-Goñi	CANONICAL_PROJECT_SOURCE	ACCEPTED
75-EO	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
76-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
77-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
78-RA	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
79-RA	person:leader:d9674d98607b	PRINCIPAL_INVESTIGATOR	Yared Belete Belay	CANONICAL_PROJECT_SOURCE	ACCEPTED
82-RA	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
83-VS	person:eqmember:17974	PRINCIPAL_INVESTIGATOR	Richard Norman	CANONICAL_PROJECT_SOURCE	ACCEPTED
84-RA	person:eqmember:17956	PRINCIPAL_INVESTIGATOR	Ning Yan Gu	CANONICAL_PROJECT_SOURCE	ACCEPTED
85-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Huan XU	CANONICAL_PROJECT_SOURCE	ACCEPTED
89-RA	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
91-RA	person:leader:a850393650ee	PRINCIPAL_INVESTIGATOR	Beata Koń	CANONICAL_PROJECT_SOURCE	ACCEPTED
92-2020RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
96-EO	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
99-RA	person:eqmember:17807	PRINCIPAL_INVESTIGATOR	Brendan Mulhern	CANONICAL_PROJECT_SOURCE	ACCEPTED
