registry_id	alias	use_type
method:descriptive-statistics	Descriptive statistics (means, standard deviations, 95% confidence intervals, frequencies and percentages)	Method
method:descriptive-statistics	Descriptive statistics (number of participants, missing data, mean, standard deviation, median, range)	Method
method:descriptive-statistics	Descriptive statistics (percentages for categorical data, means and standard deviations for continuous data)	Method
method:descriptive-statistics	Descriptive statistics assessing feasibility	Method
method:descriptive-statistics	Descriptive statistics including percentage scoring at the floor and the ceiling	Method
method:descriptive-statistics	Descriptive statistics including proportions and their 95% confidence intervals (95% CIs)	Method
method:descriptive-statistics	Descriptive statistics of demographic and health characteristics, alcoholic beverages per week, recent life events, change in drinking behavior and excessive drinking	Method
method:descriptive-statistics	Descriptive statistics of respondent characteristics and health outcomes	Method
method:descriptive-statistics	Descriptive statistics of sample and EQ-5D-5L response distributions	Method
method:descriptive-statistics	Descriptive statistics of sample characteristics	Method
method:descriptive-statistics	Descriptive statistics summarized by EQ-5D data type and variable format, separated for single and multiple postbaseline follow-ups	Method
method:diagonally-weighted-least-squares	Diagonally weighted least square estimator	Method
method:dif-hybrid-logistic-ordinal-irt	Differential item functioning (DIF) analysis using a hybrid logistic ordinal regression/IRT approach	Method
method:differential-item-functioning-analysis	Differential item functioning (DIF) analysis	Method
method:direct-time-preference-method	direct method (Attema et al., 2012)	Method
method:direct-time-preference-method	direct method (for measuring discounting)	Method
method:directed-content-analysis	Directive content analysis	Method
method:discriminant-validity-analysis	Discriminant validity analysis (whether dimension responses are independent of known groups)	Method
method:distribution-based-method	Distribution-based method (0.5 SD and one-SEM) for MCID	Method
method:distribution-based-method	Distribution-based MID estimation approach	Method
method:dual-dce	Dual discrete choice experiment (dual-DCE) survey	Method
method:eggers-regression-test	Egger's regression test for publication bias	Method
method:eta-squared	Eta squared effect size	Method
method:eta-squared	Eta-squared (η2)	Method
method:eta-squared	Eta2 effect size	Method
method:eta-squared	Partial Eta Squared	Method
method:exact-case-control-matching	case-control matching procedure (1:1 exact matching based on sex and age)	Method
method:expert-panel-consultation	Expert panel consultation	Method
method:exploratory-factor-analysis	Exploratory Factor Analysis (EFA)	Method
method:exploratory-factor-analysis	Exploratory factor analysis (EFA)	Method
method:exploratory-factor-analysis	Exploratory factor analysis (EFA) with maximum likelihood extraction and Promax rotation	Method
method:exploratory-factor-analysis	Exploratory factor analysis (EFA) with Oblimin oblique rotation	Method
method:exploratory-factor-analysis	Exploratory factor analysis (EFA) with promax rotation	Method
method:exploratory-factor-analysis	exploratory factor analysis (principal axis factor extraction with Promax oblique rotation)	Method
method:exploratory-factor-analysis	principal factor (Stata default EFA estimation method)	Method
method:exploratory-factor-analysis	Principal factor estimation method (Stata default EFA method)	Method
method:eye-tracking	Eye tracking (video-based eye tracker)	Method
method:face-to-face-interview	computer-assisted face-to-face interviews in respondents' homes	Method
method:face-to-face-interview	computer-assisted personal interview (CAPI) face-to-face interviews	Method
method:face-to-face-interview	Face-to-face computer-assisted interviews by 11 trained interviewers	Method
method:face-to-face-interview	face-to-face interview at the home/office of the interviewers or at the homes of the subjects	Method
method:face-to-face-interview	Face-to-face interview survey with printed questionnaires	Method
method:face-to-face-interview	Face-to-face interviewer-administered online electronic questionnaire	Method
method:face-to-face-interview	Face-to-face interviewer-administered questionnaire interviews at baseline and follow-up	Method
method:face-to-face-interview	Face-to-face interviewer-administered questionnaire interviews in haematology wards	Method
method:face-to-face-interview	Face-to-face interviewer-supported questionnaire administration at respondents' homes	Method
method:face-to-face-interview	face-to-face interviews at fixed interview stations	Method
method:face-to-face-interview	interviewer-administered face-to-face survey	Method
method:face-to-face-interview	One-on-one, face-to-face interviews with responses entered into an online electronic questionnaire	Method
method:face-validity-interview	Face validity interviews	Method
method:fisher-exact-test	Fisher exact statistic	Method
method:fisher-exact-test	Fisher exact test	Method
method:fisher-exact-test	Fisher's exact test for proportions	Method
method:fisher-exact-test	Fisher's exact tests	Method
method:fisher-exact-test	Fisher’s Exact test	Method
method:fisher-exact-test	Fisher’s exact test	Method
method:fisher-z-transformation	Fisher's z transformation of correlation coefficients	Method
method:flesch-kincaid-grade-level	Flesch Kincaid Grade Level	Method
method:focus-group-interviews	Checking of the data extraction table by all researchers facilitating the focus group discussions to minimise individual biases	Method
method:focus-group-interviews	Focus group discussion	Method
method:focus-group-interviews	Focus groups with deliberation	Method
method:focus-group-interviews	Focus groups with topic guide	Method
method:forest-plot	Forest plots	Method
method:forward-and-backward-translation	Forward and backward translation by two independent translator pairs with consensus resolution	Method
method:forward-and-backward-translation	Forward and backward translation by two independent translators with consensus	Method
method:forward-and-backward-translation	forward and backward translation with translator consensus	Method
method:forward-and-backward-translation	Forward translation and backward translation of the Happiness Thermometer and Cantril's Self-Anchoring Striving Scale with team equivalence check	Method
method:forward-and-backward-translation	Forward translation drawing on previous Argentine Spanish versions, backward translation by an independent professional translator, reconciliation, expert review and final study-team approval	Method
method:forward-and-backward-translation	forward-backward translation of non-English open-ended responses	Method
method:forward-stepwise-regression-procedure	Forward stepwise regression procedure for covariate selection	Method
method:framework-analysis	'Framework' method for data extraction and synthesis	Method
method:framework-analysis	Framework analysis (coding framework adapted from van Leeuwen et al., based on Tourangeau's model of survey response)	Method
method:framework-analysis	Framework analysis (six steps)	Method
method:framework-analysis	Framework analysis (six-stage framework approach)	Method
method:framework-analysis	Framework analysis [16, 17] using the framework and codebook developed by the local study team for the Singapore adult population study [18]	Method
method:framework-analysis	Framework analysis approach adapted from Gale et al. (2013)	Method
method:framework-analysis	framework analysis method outlined by Ritchie & Spencer	Method
method:framework-analysis	Framework analysis method outlined by Ritchie & Spencer (five steps: familiarization, thematic framework, indexing, charting, mapping and interpretation)	Method
method:framework-analysis	Framework approach	Method
method:framework-analysis	Framework Method	Method
method:framework-analysis	Framework method	Method
method:framework-analysis	framework method (framework analysis combining deductive and inductive approaches)	Method
method:framework-analysis	Gale's thematic analysis (framework method) with inductive and deductive coding	Method
method:framework-analysis	Qualitative framework analysis (seven stages)	Method
method:framework-analysis	thematic analysis based on the Framework Method (45, 46)	Method
method:framework-analysis	Thematic analysis drawing upon the steps outlined within framework analysis (Gale et al. 2013)	Method
method:framework-analysis	Thematic analysis using the Framework Method	Method
method:friedman-test	Friedman tests	Method
method:full-factorial-design	full factorial experimental design	Method
method:genetic-algorithm	Genetic Algorithm (GA)	Method
method:geweke-convergence-diagnostic	Geweke convergence diagnostics	Method
method:glass-delta	Glass' Δ effect size	Method
