product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
P5515fe4f6f64:prod_patient_vs,P5515fe4f6f64:study_icu_pref,doi:10.1136/bmjopen-2021-058500,10.1136/bmjopen-2021-058500,2022,Danish ICU-survivor EQ-5D-5L value set,VALUE_SET,DEPLOYMENT:Planned public release of modelling algorithms for software such as Stata and R; not intended as a robust prioritisation value set | DEVELOPMENT:Planned methodological value set; modelling approach to be selected after evaluation of cTTO data,Planned methodological value set; modelling approach to be selected after evaluation of cTTO data,,Planned public release of modelling algorithms for software such as Stata and R; not intended as a robust prioritisation value set,,0
P55a5047d1c76:PROD1,P55a5047d1c76:S1,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2,2026,OPUF United Kingdom EQ-HWB-S value set (2023),VALUE_SET,DEVELOPMENT:Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set | VALIDATION:Preliminary feasibility evidence; further validation is needed,Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set,Preliminary feasibility evidence; further validation is needed,,,1
P55a5047d1c76:PROD2,P55a5047d1c76:S1,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2,2026,OPUF German general population EQ-HWB-S value set (2023),VALUE_SET,DEVELOPMENT:Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set | VALIDATION:Preliminary feasibility evidence; further validation is needed,Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set,Preliminary feasibility evidence; further validation is needed,,,1
P55a5047d1c76:PROD3,P55a5047d1c76:S1,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2,2026,OPUF German diabetes EQ-HWB-S value set (2023),VALUE_SET,DEVELOPMENT:Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set | VALIDATION:Preliminary feasibility evidence; further validation is needed,Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set,Preliminary feasibility evidence; further validation is needed,,,1
P55a5047d1c76:PROD4,P55a5047d1c76:S1,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2,2026,OPUF German rheumatic disease EQ-HWB-S value set (2023),VALUE_SET,DEVELOPMENT:Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set | VALIDATION:Preliminary feasibility evidence; further validation is needed,Constructed from the March 2023 OPUF survey and reported as an aggregate mean additive value set,Preliminary feasibility evidence; further validation is needed,,,1
P55a5047d1c76:PROD5,P55a5047d1c76:S1,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2,2026,English OPUF survey for EQ-HWB-S,SOFTWARE_OR_DECISION_SUPPORT,"DEPLOYMENT:English demonstration survey available at https://valorem.health/eqen-demo | DEVELOPMENT:Adapted from earlier EQ-5D-5L OPUF surveys, revised for EQ-HWB-S, and piloted through six observed interviews and 20 unassisted completions","Adapted from earlier EQ-5D-5L OPUF surveys, revised for EQ-HWB-S, and piloted through six observed interviews and 20 unassisted completions",,English demonstration survey available at https://valorem.health/eqen-demo,,0
P55a5047d1c76:PROD6,P55a5047d1c76:S1,doi:10.12688/wellcomeopenres.21408.2,10.12688/wellcomeopenres.21408.2,2026,German OPUF survey for EQ-HWB-S,SOFTWARE_OR_DECISION_SUPPORT,"DEPLOYMENT:German demonstration survey available at https://valorem.health/eqde-demo | DEVELOPMENT:Adapted from earlier EQ-5D-5L OPUF surveys, revised for EQ-HWB-S, and piloted through seven observed interviews and 20 unassisted completions","Adapted from earlier EQ-5D-5L OPUF surveys, revised for EQ-HWB-S, and piloted through seven observed interviews and 20 unassisted completions",,German demonstration survey available at https://valorem.health/eqde-demo,,0
P55d99ed0f0af:PR1,P55d99ed0f0af:S1,doi:10.1097/mlr.0000000000000447,10.1097/mlr.0000000000000447,2016,Canadian EQ-5D-5L value set,VALUE_SET,"DEVELOPMENT:First TTO-based value set of the EQ-5D-5L for Canada, published in full and available online for use in economic evaluations","First TTO-based value set of the EQ-5D-5L for Canada, published in full and available online for use in economic evaluations",,,,1
P5602a8bdf457:PR1,P5602a8bdf457:S1,doi:10.1007/s11136-020-02718-9,10.1007/s11136-020-02718-9,2021,Preference-based measure item-selection criteria,CHECKLIST_OR_TOOL,DEVELOPMENT:Presented as a checklist that covers 22 aspects of item selection,Presented as a checklist that covers 22 aspects of item selection,,,,0
P5690470f8532:PROD1,P5690470f8532:S1,doi:10.1177/0272989x231173699,10.1177/0272989x231173699,2023,"Code for fitting the Shams, Kharroubi, and CALE models",SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Available in the online Appendix,,,Available in the online Appendix,,0
P569ce2adb7d3:PROD1,P569ce2adb7d3:S1,doi:10.1007/s10198-023-01635-1,10.1007/s10198-023-01635-1,2023,Chinese cancer-patient EQ-5D-5L value set,VALUE_SET,"DEVELOPMENT:Estimated for all 3,125 EQ-5D-5L states from the selected hybrid CALE model and rescaled to address the nonzero intercept. | VALIDATION:Feasibility and cross-validation evidence reported; authors state that the limited two-hospital sample means the value set should not be treated as a formal value set.","Estimated for all 3,125 EQ-5D-5L states from the selected hybrid CALE model and rescaled to address the nonzero intercept.",Feasibility and cross-validation evidence reported; authors state that the limited two-hospital sample means the value set should not be treated as a formal value set.,,,1
P579628bb2aa7:product_us_value_set,P579628bb2aa7:study_us_eq5dy3l,doi:10.1016/j.jval.2025.11.003,10.1016/j.jval.2025.11.003,2025,United States EQ-5D-Y-3L value set (2025),VALUE_SET,DEVELOPMENT:Final chosen value set developed for all 243 EQ-5D-Y-3L health states,Final chosen value set developed for all 243 EQ-5D-Y-3L health states,,,,1
P57ecf9e10508:prod_norms,P57ecf9e10508:s1,doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,2021 Stockholm County EQ-5D-3L population reference data,POPULATION_REFERENCE_DATA,"DEVELOPMENT:Reported age-, sex-, socioeconomic-, risk-factor-, and health-condition-specific EQ-5D-3L and EQ VAS reference estimates","Reported age-, sex-, socioeconomic-, risk-factor-, and health-condition-specific EQ-5D-3L and EQ VAS reference estimates",,,,0
P594ced259c8b:PROD1,P594ced259c8b:S1,doi:10.1016/j.jval.2020.05.004,10.1016/j.jval.2020.05.004,2020,Peruvian EQ-5D-5L cTTO value set (2020),VALUE_SET,APPROVAL:Recommended by the authors as the Peruvian EQ-5D-5L value set after discussion with the EuroQol Executive Committee | DEVELOPMENT:Produced and reported as a logically consistent Peruvian EQ-5D-5L cTTO value set,Produced and reported as a logically consistent Peruvian EQ-5D-5L cTTO value set,,,Recommended by the authors as the Peruvian EQ-5D-5L value set after discussion with the EuroQol Executive Committee,1
P594ced259c8b:PROD2,P594ced259c8b:S1,doi:10.1016/j.jval.2020.05.004,10.1016/j.jval.2020.05.004,2020,Peruvian EQ-5D-5L DCE value set (2020),VALUE_SET,DEVELOPMENT:Produced and reported as a logically consistent alternative Peruvian EQ-5D-5L DCE value set,Produced and reported as a logically consistent alternative Peruvian EQ-5D-5L DCE value set,,,,1
P5bd57e325e87:PROD1,P5bd57e325e87:S1,doi:10.1016/j.jval.2019.02.014,10.1016/j.jval.2019.02.014,2019,"Hong Kong EQ-5D-5L population normative profile (index and dimension values by sex, age and education)",POPULATION_REFERENCE_DATA,,,,,,0
P5be04ff65a84:PR1,P5be04ff65a84:S1,doi:10.1186/s12955-017-0617-9,10.1186/s12955-017-0617-9,2017,Recommended modified EQ-VT configuration for the German EQ-5D-5L valuation study (BTD/WTD split plus feedback module),PROTOCOL,DEVELOPMENT:will be implemented in the main valuation study for the EQ-5D-5L for Germany,will be implemented in the main valuation study for the EQ-5D-5L for Germany,,,,0
P5c074146b339:PROD1,P5c074146b339:S1,doi:10.1016/j.jval.2024.01.017,10.1016/j.jval.2024.01.017,2024,Saudi Arabia EQ-5D-5L value set (2024),VALUE_SET,"DEVELOPMENT:Final value set developed from the selected hybrid heteroskedastic model without a constant | VALIDATION:Candidate models assessed for prediction accuracy, logical consistency, statistical significance, goodness of fit, and out-of-sample prediction",Final value set developed from the selected hybrid heteroskedastic model without a constant,"Candidate models assessed for prediction accuracy, logical consistency, statistical significance, goodness of fit, and out-of-sample prediction",,,1
P5c2d0bf3c2cd:PROD1,P5c2d0bf3c2cd:S1,doi:10.1177/0272989x20924019,10.1177/0272989x20924019,2020,mixedtobit R package,SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Available through the authors' GitHub repository,,,Available through the authors' GitHub repository,,0
P5c2d0bf3c2cd:PROD2,P5c2d0bf3c2cd:S1,doi:10.1177/0272989x20924019,10.1177/0272989x20924019,2020,Tutorial for implementing the valuation models evaluated in the study,IMPLEMENTATION_GUIDANCE,DEPLOYMENT:Available through the authors' GitHub repository,,,Available through the authors' GitHub repository,,0
P5e59af1995bc:PRD1,P5e59af1995bc:S1,doi:10.1186/s12955-021-01889-4,10.1186/s12955-021-01889-4,2021,Bahasa Indonesia EQ-5D-Y-5L translated from the in-progress UK English version,INSTRUMENT_VERSION,"DEVELOPMENT:Translated into Bahasa Indonesia for the study under the EuroQol Group translation protocol, in close collaboration with the Version Management Committee","Translated into Bahasa Indonesia for the study under the EuroQol Group translation protocol, in close collaboration with the Version Management Committee",,,,0
P5e758f731736:PROD1,P5e758f731736:S1,doi:10.1177/0272989x231180134,10.1177/0272989x231180134,2023,Extended EQ-VT cTTO design with 18 blocks and 150 unique health states,PROTOCOL,"VALIDATION:Empirically compared with the standard EQ-VT cTTO design and found to give marginally better predictive accuracy, especially through addition of more health states.",,"Empirically compared with the standard EQ-VT cTTO design and found to give marginally better predictive accuracy, especially through addition of more health states.",,,0
P60ec96d40fd5:PROD1,P60ec96d40fd5:S1,doi:10.1007/s11136-022-03143-w,10.1007/s11136-022-03143-w,2022,Philippine EQ-5D-5L value set (2017 valuation),VALUE_SET,DEPLOYMENT:Recommended for use in QALY calculations to support HTA-informed coverage decisions in the Philippines | DEVELOPMENT:Value set developed and reported,Value set developed and reported,,Recommended for use in QALY calculations to support HTA-informed coverage decisions in the Philippines,,1
P630038e945fa:PD1,P630038e945fa:S1,doi:10.1007/s10198-018-1026-7,10.1007/s10198-018-1026-7,2019,"Chinese (Hong Kong) experimental EQ-5D-Y-5L version, culturally adapted from the Chinese (for China) 5LY and the UK English 5LY",INSTRUMENT_VERSION,DEVELOPMENT:Experimental version approved by the version management of the EuroQol Group as the best available version; the official 5LY was not yet released,Experimental version approved by the version management of the EuroQol Group as the best available version; the official 5LY was not yet released,,,,0
P636c7acc93b0:product1,P636c7acc93b0:study1,doi:10.1186/s12955-022-02079-6,10.1186/s12955-022-02079-6,2023,Peruvian EQ-5D-5L taste-class QALY value sets,VALUE_SET,DEVELOPMENT:Three class-specific QALY value sets were estimated and reported from ordinal Peru valuation responses,Three class-specific QALY value sets were estimated and reported from ordinal Peru valuation responses,,,,0
P64c5339b0827:PRD1,P64c5339b0827:S1,doi:10.1002/hec.3560,10.1002/hec.3560,2018,English EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Final model selected and value set coefficients reported,Final model selected and value set coefficients reported,,,,1
P654050fc1d51:PROD1,P654050fc1d51:S1,doi:10.1007/s40258-021-00658-0,10.1007/s40258-021-00658-0,2021,Mexican EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Generated and reported as the first Mexican EQ-5D-5L value set | VALIDATION:Described by the authors as technically robust based on data quality and model characteristics,Generated and reported as the first Mexican EQ-5D-5L value set,Described by the authors as technically robust based on data quality and model characteristics,,,1
P66c6a996b172:product_uk_valueset,P66c6a996b172:study_uk_5l_protocol,doi:10.1016/j.jval.2023.08.005,10.1016/j.jval.2023.08.005,2023,United Kingdom EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Planned for development; the study protocol and statistical analysis plan were approved before project start,Planned for development; the study protocol and statistical analysis plan were approved before project start,,,,0
P6858b9ee3f16:prod1,P6858b9ee3f16:s1,doi:10.1007/s40258-023-00794-9,10.1007/s40258-023-00794-9,2023,Wang et al. DCE health-state valuation review dataset (2018–2022),DATASET,DEPLOYMENT:AVAILABLE_ON_REQUEST,,,AVAILABLE_ON_REQUEST,,0
P68edbbce8072:product_protocol,P68edbbce8072:study_pain_covid,doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,PAIN-COVID trial protocol version 1.0,PROTOCOL,"APPROVAL:Approved by the Comité Ético de Investigación Clínica del Hospital Clínic de Barcelona, approval HCB/2020/0549 | DEVELOPMENT:Protocol version 1.0",Protocol version 1.0,,,"Approved by the Comité Ético de Investigación Clínica del Hospital Clínic de Barcelona, approval HCB/2020/0549",0
P696c5f9468bc:PD1,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,Uruguayan EQ-5D-5L value set (2016),VALUE_SET,"DEVELOPMENT:Derived and reported; first EQ-5D-5L value set in Latin America, to be implemented in Uruguay","Derived and reported; first EQ-5D-5L value set in Latin America, to be implemented in Uruguay",,,,1
P696c5f9468bc:PD2,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,EQ-5D-5L population norms for Uruguay,POPULATION_REFERENCE_DATA,,,,,,0
P696c5f9468bc:PD3,P696c5f9468bc:S1,doi:10.1007/s11136-015-1086-4,10.1007/s11136-015-1086-4,2015,Argentinian EQ-5D-5L crosswalk value set,VALUE_SET,,,,,,0
P6ad0c765ea2c:product_se_method,P6ad0c765ea2c:study_main,doi:10.1016/j.jval.2024.11.010,10.1016/j.jval.2024.11.010,2024,Standard-error method for modeled HRQoL health-state values,CHECKLIST_OR_TOOL,DEVELOPMENT:Method demonstrated and reported,Method demonstrated and reported,,,,0
