use_id,study_id,publication_id,doi,publication_year,part_id,use_type,source_label,canonical_label,registry_id,parent_registry_id,parent_label,variant_kind,language_code,jurisdiction,version,respondent_form,context,function,analytic_role
P4afbf0a657c1:IU2,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P4afbf0a657c1:IU3,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Instrument,Single-item euthanasia attitude question,Single-item euthanasia attitude question,instrument:single-item-euthanasia-attitude-question,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREDICTOR_MEASURE,
P4afbf0a657c1:IU4,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Instrument,Religious service attendance frequency question,Religious service attendance frequency question,instrument:religious-service-attendance-frequency-question,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREDICTOR_MEASURE,
P4afbf0a657c1:MO1,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Model,Recursive bivariate probit model,Recursive bivariate probit model,model:recursive-bivariate-probit-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P4afbf0a657c1:MO2,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Model,Probit model of worse-than-dead valuation,Probit model of worse-than-dead valuation,model:probit-model-of-worse-than-dead-valuation,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,COMPARATOR
P4afbf0a657c1:MU1,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Method,Composite time trade-off,cTTO,method:ctto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P4afbf0a657c1:MU2,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Method,Computer-assisted personal interview,Computer-assisted personal interview,method:computer-assisted-personal-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P4afbf0a657c1:MU3,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Method,Stratified random area sampling with random household selection,Stratified random area sampling with random household selection,method:stratified-random-area-sampling-with-random-household-selection,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
P4afbf0a657c1:MU4,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Method,Recursive bivariate probit regression,Recursive bivariate probit regression,method:recursive-bivariate-probit-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4afbf0a657c1:PR1,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Protocol,EQ-VT protocol,EQ-VT,protocol:eq-vt,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_PROTOCOL,
P4afbf0a657c1:SU1,P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,,Software,EQ-VT,EuroQol Valuation Technology,software:eq-vt,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_ADMINISTRATION,
P4b02c99c9e82:IU1,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P4b02c99c9e82:IU2,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P4b02c99c9e82:IU3,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DIRECT_CURRENT_ACTIVITY,SCORING_INPUT,
P4b02c99c9e82:IU4,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
P4b02c99c9e82:IU5,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
P4b02c99c9e82:IU6,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,SCORING_INPUT,
P4b02c99c9e82:MU1,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,Online survey,Online survey,method:online-survey,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P4b02c99c9e82:MU2,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b02c99c9e82:MU3,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,ceiling and floor percentages,ceiling and floor percentages,method:ceiling-and-floor-percentages,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P4b02c99c9e82:MU4,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,Known-groups validity analysis,Known-groups validity analysis,method:known-groups-validity-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P4b02c99c9e82:MU5,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,Relative efficiency analysis,Relative efficiency analysis,method:relative-efficiency-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P4b02c99c9e82:MU6,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,Analysis of variance,Analysis of variance,method:analysis-of-variance,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b02c99c9e82:MU7,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Method,Mann-Whitney U test,Mann-Whitney U test,method:mann-whitney-u-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b02c99c9e82:SU1,P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,,Software,IBM SPSS Statistics 22 for Windows,IBM SPSS Statistics 22 for Windows,software:ibm-spss-statistics-22-windows,software:ibm-spss-statistics,IBM SPSS Statistics,SOFTWARE_VERSION,,,22,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b7539d8b88b:iu1,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Instrument,CHA2DS2-VASc score,CHA2DS2-VASc score,instrument:cha2ds2-vasc-score,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREDICTOR_MEASURE,
P4b7539d8b88b:mod1,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Model,Logistic regression,Logistic regression,model:logistic-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P4b7539d8b88b:mod2,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Model,Restricted cubic spline model,Restricted cubic spline model,model:restricted-cubic-spline,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P4b7539d8b88b:mod3,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Model,Logistic regression,Logistic regression,model:logistic-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,SENSITIVITY
P4b7539d8b88b:mu1,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b7539d8b88b:mu2,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Method,Electrocardiography,Electrocardiography,method:electrocardiography,,,,,,,,INPUT_DATA_PROVENANCE,QUANTITATIVE_DATA_COLLECTION,
P4b7539d8b88b:mu3,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Method,Continuous cardiac rhythm monitoring,Continuous cardiac rhythm monitoring,method:continuous-cardiac-rhythm-monitoring,,,,,,,,INPUT_DATA_PROVENANCE,QUANTITATIVE_DATA_COLLECTION,
P4b7539d8b88b:mu4,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Method,Complete-case analysis,Complete-case analysis,method:complete-case-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b7539d8b88b:mu5,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Method,Firth bias reduction,Firth bias reduction,method:firth-bias-reduction,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b7539d8b88b:mu6,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Method,Registry data extraction,Registry data extraction,method:registry-data-extraction,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P4b7539d8b88b:pru1,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Protocol,ACC/AHA/HRS 2006 key data elements and definitions for electrophysiological studies and procedures,ACC/AHA/HRS 2006 key data elements and definitions for electrophysiological studies and procedures,protocol:acc-aha-hrs-2006-key-data-elements-and-definitions-for-electrophysiological-studies-and-procedures,,,,,,,,SOURCE_STUDY_ACTIVITY,GOVERNING_STUDY_PROTOCOL,
P4b7539d8b88b:sw1,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Software,R 4.0.2,R 4.0.2,software:r-4-0-2,software:r,R,SOFTWARE_VERSION,,,4.0.2,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4b7539d8b88b:sw2,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Software,brglm 0.7.1,brglm 0.7.1,software:brglm-0-7-1,,,,,,,,DIRECT_CURRENT_ACTIVITY,MODEL_IMPLEMENTATION,
P4b7539d8b88b:sw3,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Software,rms 6.6.1,rms 6.6.1,software:rms-6-6-1,,,,,,,,DIRECT_CURRENT_ACTIVITY,MODEL_IMPLEMENTATION,
P4b7539d8b88b:sw4,P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,,Software,ggplot2 3.3.2,ggplot2 3.3.2,software:ggplot2-3-3-2,,,,,,,,DIRECT_CURRENT_ACTIVITY,VISUALIZATION_OR_REPORTING,
P4b8d0721de85:inst_1,P4b8d0721de85:study_1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,P4b8d0721de85:part_design,Instrument,EQ-HWB,EQ-HWB,instrument:eq-hwb,,,,,,,,CURRENT_STUDY_OBJECT,DEVELOPMENT_OBJECT,
P4b8d0721de85:inst_2,P4b8d0721de85:study_1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,P4b8d0721de85:part_design,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,CURRENT_STUDY_OBJECT,DEVELOPMENT_OBJECT,
P4b8d0721de85:inst_3,P4b8d0721de85:study_1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,P4b8d0721de85:part_policy,Instrument,EQ-HWB,EQ-HWB,instrument:eq-hwb,,,,,,,,CURRENT_STUDY_OBJECT,IMPLEMENTATION_OBJECT,
P4b8d0721de85:inst_4,P4b8d0721de85:study_1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,P4b8d0721de85:part_policy,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,CURRENT_STUDY_OBJECT,IMPLEMENTATION_OBJECT,
P4b8d0721de85:inst_5,P4b8d0721de85:study_1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,P4b8d0721de85:part_policy,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,CURRENT_STUDY_OBJECT,COMPARATOR,
P4c281ea1aeb1:IU1,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,OUTCOME_MEASURE,
P4c281ea1aeb1:IU2,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,SCORING_INPUT,
P4c281ea1aeb1:MU1,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,Face-to-face interview,Face-to-face interview,method:face-to-face-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P4c281ea1aeb1:MU2,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,Medical record review,Medical record review,method:medical-record-review,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
P4c281ea1aeb1:MU3,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4c281ea1aeb1:MU4,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,Independent t-test,Independent t-test,method:independent-t-test,method:t-test,t-test,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4c281ea1aeb1:MU5,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,Cost-effectiveness analysis,Cost-effectiveness analysis,method:cost-effectiveness-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,ECONOMIC_EVALUATION,
P4c281ea1aeb1:MU6,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,Incremental cost-effectiveness ratio calculation,Incremental cost-effectiveness ratio calculation,method:incremental-cost-effectiveness-ratio-calculation,,,,,,,,DIRECT_CURRENT_ACTIVITY,ECONOMIC_EVALUATION,
P4c281ea1aeb1:MU7,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Method,QALY calculation,QALY calculation,method:qaly-calculation,,,,,,,,DIRECT_CURRENT_ACTIVITY,ECONOMIC_EVALUATION,
P4c281ea1aeb1:PDU1,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Product,Remicade,Remicade,product:remicade,,,,,,,,CURRENT_STUDY_OBJECT,COMPARATOR,
P4c281ea1aeb1:PDU2,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Product,Remsima,Remsima,product:remsima,,,,,,,,CURRENT_STUDY_OBJECT,COMPARATOR,
P4c281ea1aeb1:SW1,P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,,Software,IBM SPSS Statistics 25,IBM SPSS Statistics 25,software:ibm-spss-statistics-25,software:ibm-spss-statistics,IBM SPSS Statistics,SOFTWARE_VERSION,,,25,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4c6f1f6e59cc:IU1,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
P4c6f1f6e59cc:IU2,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Instrument,EQ-5D-5L respiratory bolt-on: limitations in physical activities due to shortness of breath,EQ-5D-5L respiratory bolt-on: limitations in physical activities due to shortness of breath,instrument:eq-5d-5l-respiratory-bolt-on-limitations-in-physical-activities-due-to-shortness-of-breath,,,,,,,,DIRECT_CURRENT_ACTIVITY,DEVELOPMENT_OBJECT,
P4c6f1f6e59cc:IU3,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Instrument,EQ-5D-5L respiratory bolt-on: breathing problems,EQ-5D-5L respiratory bolt-on: breathing problems,instrument:eq-5d-5l-respiratory-bolt-on-breathing-problems,,,,,,,,DIRECT_CURRENT_ACTIVITY,DEVELOPMENT_OBJECT,
P4c6f1f6e59cc:MO1,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Model,Linear regression model,Linear regression model,model:linear-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,COMPARATOR
P4c6f1f6e59cc:MO2,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Model,Logit model,Logit model,model:logit-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,COMPARATOR
P4c6f1f6e59cc:MO3,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Model,Standard hybrid model,Standard hybrid model,model:hybrid-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P4c6f1f6e59cc:MU1,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Method,Composite time trade-off,cTTO,method:ctto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P4c6f1f6e59cc:MU2,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Method,Discrete choice experiment (DCE),DCE,method:dce,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
P4c6f1f6e59cc:MU3,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Method,Principal component analysis,Principal component analysis,method:principal-component-analysis,,,,,,,,SOURCE_STUDY_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4c6f1f6e59cc:PR1,P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,,Protocol,EQ-VT,EQ-VT,protocol:eq-vt,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_PROTOCOL,
P4ced2ec55932:IU1,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_TEST_OBJECT,
P4ced2ec55932:IU2,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Instrument,EQ-5D-5L cognition bolt-on,EQ-5D-5L cognition bolt-on,instrument:eq-5d-5l-bolton-cognition,instrument:eq-5d-bolton-cognition,EQ-5D cognition bolt-on,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_TEST_OBJECT,
P4ced2ec55932:IU3,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
P4ced2ec55932:IU4,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Instrument,Impact of Event Scale-Revised,Impact of Event Scale-Revised,instrument:ies-r,instrument:ies,Impact of Event Scale,FORM_VERSION,,,REVISED,,DIRECT_CURRENT_ACTIVITY,PREDICTOR_MEASURE,
P4ced2ec55932:IU5,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DISCUSSION_ONLY,REFERENCE_ONLY,
P4ced2ec55932:MO1,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Model,Item-level linear regression with EQ VAS outcome,Item-level linear regression with EQ VAS outcome,model:item-level-linear-regression-eq-vas,,,MODEL_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
P4ced2ec55932:MU1,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Stratified sampling,Stratified sampling,method:stratified-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
P4ced2ec55932:MU10,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Rescaled level sum score,Rescaled level sum score,method:rescaled-level-sum-score,method:level-sum-score-calculation,Level sum score calculation,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4ced2ec55932:MU11,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Linear regression analysis,Linear regression analysis,method:linear-regression-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4ced2ec55932:MU12,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Paired t-test,Paired t-test,method:paired-t-test,method:t-test,t-test,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4ced2ec55932:MU13,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,One-way ANOVA,One-way analysis of variance,method:one-way-anova,method:analysis-of-variance,Analysis of variance,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4ced2ec55932:MU14,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Paretian Classification of Health Change,Paretian Classification of Health Change,method:paretian-classification-of-health-change,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P4ced2ec55932:MU15,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Probability of superiority,Probability of superiority,method:probability-of-superiority,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P4ced2ec55932:MU16,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Single imputation,Single imputation,method:single-imputation,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
P4ced2ec55932:MU2,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Chi-square test,Chi-square test,method:chi-square-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4ced2ec55932:MU3,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Mann-Whitney U test,Mann-Whitney U test,method:mann-whitney-u-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
P4ced2ec55932:MU4,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,ceiling and floor percentages,ceiling and floor percentages,method:ceiling-and-floor-percentages,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
P4ced2ec55932:MU5,P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,,Method,Shannon's Index (H'),Shannon’s Index (H’),method:shannons-index-h,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
