study_id,publication_id,doi,publication_year,study_ordinal,label,primary_research_family,execution_status,source_status,purposes,countries,component_approach,temporal_structure,comparison_structure,allocation_structure,synthesis_design,mixed_method_integration,project_ids,n_parts,n_instrument_uses,n_method_uses,n_findings,n_limitations,n_products
P4178208cc699:study_se_value_set,doi:10.1186/s12955-022-02083-w,10.1186/s12955-022-02083-w,2022,1,Swedish EQ-5D-5L social value-set study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,20180770,0,3,8,9,4,1
P418e5b161288:S1,doi:10.1186/s41687-024-00826-5,10.1186/s41687-024-00826-5,2024,1,Systematic review of condition-specific preference-based measures used in young people,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY,,EVIDENCE_SYNTHESIS,VARIABLE_SOURCE_TIME,NONCOMPARATIVE,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,239-RA,2,16,10,8,0,0
P41a6928aee03:S1,doi:10.1177/0272989x18802797,10.1177/0272989x18802797,2018,1,Parallel valuation of EQ-5D-3L and EQ-5D-5L health states in a common US general population sample (2017 US EQ-5D valuation study),VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NONRANDOMIZED,,,,0,3,6,9,5,2
P41f98c443c22:study_1,doi:10.1186/s12955-025-02352-4,10.1186/s12955-025-02352-4,2025,1,Framework for combining instruments to extend the health-related QALY,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,CONCEPTUAL,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,148-RA,2,2,3,7,4,1
P423aa11928d1:s1,doi:10.1177/0272989x211001859,10.1177/0272989x211001859,2021,1,Japanese EQ-5D-Y-3L valuation survey and value-set development,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,Japan,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,20180280,0,3,6,6,2,1
P42480dcbbafa:S1,doi:10.1016/j.jval.2019.05.014,10.1016/j.jval.2019.05.014,2019,1,Optimization and evaluation of Bayesian D-efficient DCE-duration designs for time-preference-corrected QALY tariffs,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Netherlands,MODEL_BASED,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,,,20180320,0,1,10,5,3,1
P42554397b2e3:S1,doi:10.1007/s11136-012-0322-4,10.1007/s11136-012-0322-4,2012,1,Multi-country comparison of EQ-5D-5L and EQ-5D-3L measurement properties in eight patient groups and a student cohort,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | PREFERENCE_COMPARISON,Denmark | Italy | Netherlands | Poland | United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NONRANDOMIZED,,,,0,5,8,9,3,0
P425e5b688d1b:S1,doi:10.47102/annals-acadmedsg.2019248,10.47102/annals-acadmedsg.2019248,2020,1,"Qualitative study of the content validity of the EQ-5D descriptive system among Chinese, Malay and Indian Singaporeans",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | CONTENT_VALIDITY_EVALUATION,Singapore,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,,,2016290,0,2,7,5,5,1
P428f53c504fe:S1,doi:10.1177/0272989x17700847,10.1177/0272989x17700847,2017,1,"Pilot choice-experiment study of choice blindness and health-state choices in adolescents and adults, Chicago USA",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,,,2015190,0,4,6,7,6,0
P42a8ef018dfa:S1,doi:10.1093/eurheartj/ehab656,10.1093/eurheartj/ehab656,2021,1,Cardiac disease and outcomes among adults hospitalized with COVID-19 across 18 countries,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,,0,2,4,5,7,0
P430c5611944b:study1,doi:10.1002/trc2.12486,10.1002/trc2.12486,2024,1,Self- and proxy-rated EQ-5D-5L discrepancies in people living with dementia,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Germany,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_DYAD,NOT_APPLICABLE,NOT_APPLICABLE,,1582-RA,0,7,5,8,4,0
P43287ccdd54b:S1,doi:10.3390/children8080714,10.3390/children8080714,2021,1,Australian Paediatric Multi-Instrument Comparison Study (P-MIC),MEASUREMENT_PROPERTY_EVALUATION,RECRUITING,NO_RESULTS_YET,IMPLEMENTATION_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT,RANDOMIZED,NOT_APPLICABLE,,361-RA,0,23,13,0,7,2
P4331a29241e6:s1,doi:10.1016/j.jval.2026.01.004,10.1016/j.jval.2026.01.004,2026,1,PROMIS-25 Pediatric Profile version 2 to EQ-5D-Y-3L mapping study,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,MAPPING_OR_CROSSWALK,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,361-RA,2,4,7,7,5,4
P4338071796dc:S1,doi:10.1007/s40271-018-00354-7,10.1007/s40271-018-00354-7,2019,1,"Prospective head-to-head comparison of responsiveness of EQ-5D-3L, EQ-5D-5L, SF-6D, HUI3 and VF-12 utilities to cataract surgery in Singapore",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Singapore,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT | WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,2016310,0,5,9,6,4,0
P4362b3466e22:S1,doi:10.1016/j.jval.2019.02.006,10.1016/j.jval.2019.02.006,2019,1,"Exploration of the internal (item) structure of the EQ-5D-5L using reflective, formative and combined measurement models across nine data sets",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Canada | Germany | Indonesia | Spain | United States,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,20170130,0,5,7,8,5,0
P43731963824d:S1,doi:10.1007/s11136-026-04199-8,10.1007/s11136-026-04199-8,2026,1,"Commentary on conceptual and methodological challenges in measuring HRQoL in infants and toddlers (0-47 months), drawing on the EQ-TIPS project",CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY,,CONCEPTUAL,NOT_APPLICABLE,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,365-RA,0,8,3,6,3,1
P43871a428e81:S1,doi:10.3390/ijerph19042329,10.3390/ijerph19042329,2022,1,Intermediate analysis of functional versus integrated home care for older adults in Badalona,APPLIED_USE_RESEARCH,ANALYSIS_ACTIVE,PARTIAL_RESULTS,IMPLEMENTATION_EVALUATION | OUTCOME_DESCRIPTION,Spain,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NONRANDOMIZED,NOT_APPLICABLE,,,2,9,8,7,5,0
P43ba7203d962:S1,doi:10.1016/j.jval.2023.02.002,10.1016/j.jval.2023.02.002,2023,1,"Cross-sectional comparison of the measurement properties of EQ-5D-5L, PROMIS-29+2 and PROMIS Global Health, and of EQ-5D-5L and PROPr utilities, in a Hungarian general population sample",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | PREFERENCE_COMPARISON,Hungary,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,,0,4,13,7,4,0
P43d09dde69aa:S1,doi:10.1016/j.jval.2025.04.2168,10.1016/j.jval.2025.04.2168,2025,1,Psychometric performance of EQ-HWB in informal caregivers of people living with dementia,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,1566-RA,0,5,11,7,6,0
P440408303810:study_1,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x,2025,1,P-PROM ROCK Phase 2 co-design study,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | IMPLEMENTATION_EVALUATION,,PARTICIPATORY_DESIGN,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,,,330-PHD,2,2,5,7,6,7
P448f971bb1a5:S1,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,2016,1,"Narrative methodological review and critique of the three EuroQol TTO valuation protocols (MVH, Paris, EQ-VT)",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,,CONCEPTUAL,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,NARRATIVE_SYNTHESIS,,2015410,0,3,8,6,4,1
P4494413c1a0d:S1,doi:10.1007/s11136-021-02799-0,10.1007/s11136-021-02799-0,2021,1,Determinants of HRQoL among adults in the Philippines,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Philippines,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,20170230,0,4,1,7,2,0
P44de36705ca2:S1,doi:10.1186/s12874-022-01830-3,10.1186/s12874-022-01830-3,2023,1,Development of a pan-European EQ-5D-3L value set,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUE_SET_DEVELOPMENT,Denmark | France | Germany | Hungary | Italy | Netherlands | Poland | Romania | Slovenia | Spain | United Kingdom,MODEL_BASED,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,,,,2,2,9,7,4,1
P4515ccdd8bdc:S1,doi:10.3310/hta18120,10.3310/hta18120,2014,1,PRET and PRET-AS: preparatory methodological study for the revaluation of the EQ-5D tariff,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUALITATIVE_INQUIRY | QUANTITATIVE_EMPIRICAL,,,NOT_REPORTED,NOT_APPLICABLE,SEQUENTIAL,,5,10,27,23,15,1
P45a77cb8fbd7:S1,doi:10.1016/j.jval.2025.07.028,10.1016/j.jval.2025.07.028,2025,1,Psychometric assessment of EQ-HWB and EQ-HWB-9 in United Kingdom condition and general-population samples,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,,,,,,,2,9,10,8,6,0
P4692ec4a07d5:study_main,doi:10.1007/s40273-024-01350-6,10.1007/s40273-024-01350-6,2024,1,Psychometric comparison of adapted and original EQ-5D-Y-3L and EQ-5D-Y-5L proxy versions for 2- to 4-year-olds,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,,,111-RA,0,7,13,9,6,2
P4694bf3b6982:S1,doi:10.1007/s10198-025-01789-0,10.1007/s10198-025-01789-0,2026,1,Methodological assessment of preference elicitation for EQ-TIPS health states,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY,,CONCEPTUAL,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,0,6,6,8,4,0
P482cef3e00dd:S1,doi:10.1016/j.jval.2018.05.008,10.1016/j.jval.2018.05.008,2018,1,Impact of EQ-5D-5L value set versus 5L-to-3L crosswalk on cost-utility analysis of dialysis in seven countries,HEALTH_ECONOMIC_EVALUATION,COMPLETED,RESULTS_REPORTED,ECONOMIC_EVALUATION | MAPPING_OR_CROSSWALK | VALUATION_METHOD_EVALUATION,Norway | Singapore,MODEL_BASED,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,20170450,0,2,5,5,2,0
P48579eb8c883:study_main,doi:10.1016/j.jval.2023.10.009,10.1016/j.jval.2023.10.009,2023,1,Six-frame experiment on better-than-dead versus worse-than-dead classification,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD | WITHIN_PERSON,RANDOMIZED,,,404-RA,0,3,8,8,3,0
P49a97d0efaa5:S1,doi:10.1186/s12955-020-01641-4,10.1186/s12955-020-01641-4,2020,1,"Think aloud study of how patients with type 1 diabetes report and value their own current health with EQ-5D-5L, EQ VAS and an open-ended TTO question, Stockholm, Sweden",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,Sweden,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_INSTRUMENT | BETWEEN_METHOD | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,,0,4,7,13,7,0
P49adc9b1df43:S1,doi:10.1007/s11136-010-9648-y,10.1007/s11136-010-9648-y,2010,1,"Development and initial child-friendly adaptation of the EQ-5D into the EQ-5D-Y, with translation, cognitive testing and comparison with the adult EQ-5D",INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | MEASUREMENT_PROPERTY_EVALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION,Germany | Italy | Netherlands | South Africa | Spain | Sweden | United Kingdom,,,,,,,,2,4,9,8,5,3
P4a04524b24b1:S1,doi:10.1007/s11136-025-04145-0,10.1007/s11136-025-04145-0,2026,1,"Two-study randomized online experiment on death thought accessibility, attachment, TTO, and EQ VAS",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,1487-RA,2,6,9,9,5,0
P4a23da10e329:S1,doi:10.1136/bmjopen-2020-048176,10.1136/bmjopen-2020-048176,2022,1,Longitudinal EQ-5D-3L health profiles and EQ VAS across Swedish National Quality Registers,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION | POPULATION_NORMS,Sweden,,,,,,,2016480,2,4,5,8,5,1
P4a45573e7066:S1,doi:10.1002/hec.4399,10.1002/hec.4399,2021,1,Comparison of UK health-state valuations before and during COVID-19,HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | OUTCOME_DESCRIPTION | PREFERENCE_COMPARISON,United Kingdom,QUANTITATIVE_EMPIRICAL,,BETWEEN_CONTEXT,NOT_APPLICABLE,NOT_APPLICABLE,,,2,3,10,7,7,0
P4a4d47e4eb70:S1,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,2024,1,Impact of the 2023 Australian EQ-5D-5L value set in joint replacement registry data,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_METHOD | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,2016280,0,1,4,8,3,0
P4a87bb07f104:S1,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,2020,1,Cross-sectional survey exploring how POSAS pain and itching items relate to the EQ-5D-5L pain/discomfort domain in Dutch adult burn patients 5-7 years after injury,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,20180330,0,4,6,11,4,0
P4afbf0a657c1:S1,doi:10.1186/s12955-018-0985-9,10.1186/s12955-018-0985-9,2018,1,"Attitudes to euthanasia, religiosity and worse-than-dead valuations in the Irish EQ-5D-5L valuation study",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NONRANDOMIZED,,,2013280,0,4,4,6,4,0
P4b02c99c9e82:S1,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,2022,1,Head-to-head comparison of EQ-5D-3L and EQ-5D-5L in four health conditions in China,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,China,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,20180600,0,6,7,7,3,0
P4b7539d8b88b:s1,doi:10.1016/j.ijcha.2022.100970,10.1016/j.ijcha.2022.100970,2022,1,Sex- and age-specific association of new-onset AF/AFL with in-hospital mortality in hospitalised COVID-19 patients,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Belgium | Egypt | France | Italy | Netherlands | Spain | United Kingdom,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,,,,0,1,6,5,6,0
P4b8d0721de85:study_1,doi:10.1016/j.jval.2022.02.001,10.1016/j.jval.2022.02.001,2022,1,Conceptual assessment of EQ-HWB descriptive-system refinement and policy uptake,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY,,CONCEPTUAL,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,2016710,2,5,0,5,3,0
P4c281ea1aeb1:S1,doi:10.47723/kcmj.v19i1.908,10.47723/kcmj.v19i1.908,2023,1,Field-based cost-effectiveness comparison of Remicade and Remsima in ankylosing spondylitis,HEALTH_ECONOMIC_EVALUATION,COMPLETED,RESULTS_REPORTED,ECONOMIC_EVALUATION | OUTCOME_DESCRIPTION,,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | WITHIN_PERSON,NONRANDOMIZED,,,,0,2,7,7,4,0
P4c6f1f6e59cc:S1,doi:10.1016/j.jval.2016.09.1217,10.1016/j.jval.2016.09.1217,2016,1,Valuation of EQ-5D-5L with two candidate respiratory bolt-on dimensions in the Dutch general public,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | INSTRUMENT_DEVELOPMENT,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_REPORTED,,,2015020,0,3,3,3,0,0
P4ced2ec55932:S1,doi:10.1007/s11136-020-02496-4,10.1007/s11136-020-02496-4,2020,1,Psychometric evaluation of the EQ-5D-5L extended with a cognitive domain (EQ-5D-5L+C) in Dutch trauma patients followed 6 and 12 months post-trauma,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | BETWEEN_INSTRUMENT | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,2016670,0,5,16,10,3,0
P4d234a6507c6:S1,doi:10.1007/s00431-022-04626-1,10.1007/s00431-022-04626-1,2022,1,Psychometric comparison of four pediatric HRQoL instruments in Chinese osteogenesis imperfecta,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,China,QUANTITATIVE_EMPIRICAL,,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,85-RA,2,9,7,9,5,0
P4d52639a92c7:S1,doi:10.1016/j.jval.2019.10.006,10.1016/j.jval.2019.10.006,2019,1,Head-on ordinal comparison of composite TTO and better-than-dead methods in a Dutch convenience sample,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_METHOD,NONRANDOMIZED,,,2015150,0,2,8,6,3,0
P4da51dd970b4:S1,doi:10.1007/s40271-025-00729-7,10.1007/s40271-025-00729-7,2025,1,Perspectives on routine quality-of-life measurement in residential aged care,APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION,Australia,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,,,150-RA,3,2,9,8,5,0
P4ddbe45a5c13:S1,doi:10.1007/s40273-024-01357-z,10.1007/s40273-024-01357-z,2024,1,Systematic review of pictorial paediatric HRQoL PROMs,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY,,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,NONCOMPARATIVE,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,,0,28,5,11,2,0
P4dfe090e6859:study1,doi:10.1007/s10198-025-01865-5,10.1007/s10198-025-01865-5,2026,1,Multinational stakeholder assessment of the EQ-TIPS-3L version 2.0 descriptive system,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT,,,,,NOT_APPLICABLE,,CONVERGENT_PARALLEL,365-RA,2,1,6,7,5,0
P4e020ea0ad0c:S1,doi:10.1007/s11136-012-0342-0,10.1007/s11136-012-0342-0,2012,1,"Cross-language comparison of the scaling properties of the English, Spanish, French and Chinese EQ-5D-3L and EQ-5D-5L descriptive systems",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION,China | France | Spain | United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,,0,3,6,6,3,0
P4e11a5d702ea:s1,doi:10.1016/j.vhri.2023.01.009,10.1016/j.vhri.2023.01.009,2023,1,Afrikaans EQ-TIPS cross-cultural adaptation and validation,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION,South Africa,,,,,,SEQUENTIAL,20190670,2,8,12,8,4,1
P4e274b5a87b1:S1,doi:10.1007/s40120-024-00694-7,10.1007/s40120-024-00694-7,2024,1,EQ-5D-3L mobility performance in Friedreich ataxia by mobility assistive technology use,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Belgium | France | Germany | Italy | Spain | United Kingdom,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,,,349-RA,0,5,10,7,5,0
P4e504601e8e9:study_1,doi:10.1007/s10198-025-01892-2,10.1007/s10198-025-01892-2,2026,1,Updated Dutch EQ-5D-3L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUE_SET_DEVELOPMENT,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,1693-RA,0,2,4,4,4,1
P4e518dd3bc52:S1,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,1,POPCORN eight-country mental health and social connectedness study,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,China | Italy | Netherlands | Sweden | United Kingdom | United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,NOT_APPLICABLE,,77-RA,0,6,11,8,4,3
P4e7ac6718aab:S1,doi:10.1177/1536867x241276110,10.1177/1536867x241276110,2024,1,Development and evaluation of the Stata garbage_mixl command,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,,MODEL_BASED,NOT_APPLICABLE,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,1679-RA,3,0,8,7,5,1
