project_id,project_title,principal_investigator,working_group,start_year,publication_id,doi,publication_title,publication_year,journal
420-RA,CORFU: a COVID-19 follow-up study,Juanita Haagsma,Populations and Health Systems,2022,doi:10.1136/bmjopen-2022-065142,10.1136/bmjopen-2022-065142,"Prevalence, pathophysiology, prediction and health-related quality of life of long COVID: study protocol of the longitudinal multiple cohort CORona Follow Up (CORFU) study",2022,BMJ Open
420-RA,CORFU: a COVID-19 follow-up study,Juanita Haagsma,Populations and Health Systems,2022,doi:10.1136/bmjopen-2024-093639,10.1136/bmjopen-2024-093639,Two years and counting: a prospective cohort study on the scope and severity of post-COVID symptoms across diverse patient groups in the Netherlands—insights from the CORFU study,2025,BMJ Open
420-RA,CORFU: a COVID-19 follow-up study,Juanita Haagsma,Populations and Health Systems,2022,doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,Development and internal validation of a prediction model for post-COVID-19 condition 2 years after infection—results of the CORFU study,2025,Diagnostic and Prognostic Research
426-RA,Health-Related Quality of Life in children dependent on technology for breathing,Janine Verstraete,Youth,2021,doi:10.1007/s40271-023-00657-4,10.1007/s40271-023-00657-4,Fighting to Breathe and Fighting for Health-Related Quality of Life: Measuring the Impact of Being Dependent on Technology for Breathing on the Child and Their Caregiver,2023,The Patient
426-RA,Health-Related Quality of Life in children dependent on technology for breathing,Janine Verstraete,Youth,2021,doi:10.3390/children11081034,10.3390/children11081034,EuroQol Toddler and Infant Populations (EQ-TIPS): Age-Related Differences in Performance,2024,Children
429-RA,Assessing the suitability of the EQ-5D-Y for children and adolescents with intellectual disability,Jenny Downs,"Descriptive Systems, Youth",2022,doi:10.1016/j.jval.2023.11.005,10.1016/j.jval.2023.11.005,How Well Does the EQ-5D-Y-5L Describe Children With Intellectual Disability?: “There’s a Lot More to My Child Than That She Can’t Wash or Dress Herself.”,2023,Value in Health
429-RA,Assessing the suitability of the EQ-5D-Y for children and adolescents with intellectual disability,Jenny Downs,"Descriptive Systems, Youth",2022,doi:10.1016/j.jval.2024.02.016,10.1016/j.jval.2024.02.016,Psychometric Properties of the EQ-5D-Y-5L for Children With Intellectual Disability,2024,Value in Health
430-RA,"Socioeconomic disadvantage, COVID symptom persistence and health-related quality of life EQ-5D: An analysis for India",Kompal Sinha,Populations and Health Systems,2023,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985,"Protocol for a longitudinal study examining the trajectory of COVID-19, post-COVID, multidimensional disadvantage and health-related quality of life in India: the IndiQol Project",2024,BMJ Open
431-RA,"TTOFU is good for health (valuation)! - Time Trade-Off Follow-Up questions in measuring the discounting, fear of death, and value of life per se",Michał Jakubczyk,Valuation,2022,doi:10.1007/s10198-025-01866-4,10.1007/s10198-025-01866-4,Eliciting discounting model and direction at the individual level with time trade-off follow-up questions.,2026,PubMed
432-RA,Using the online personal utility functions (OPUF) tool to explore issues in the valuation of EQ-5D-Y,David Mott,"Valuation, Youth",2022,doi:10.1007/s40273-025-01545-5,10.1007/s40273-025-01545-5,The Influence of Perspective on the Valuation of the EQ-5D-Y-3L: A Comparison Using the OPUF Tool and a Discrete Choice Experiment,2025,Pharmacoeconomics
435-RA,Employing Episodic Future Thinking to reduce the distortion of time preference in TTO,Arthur Attema,Valuation,2022,doi:10.1007/s10198-025-01812-4,10.1007/s10198-025-01812-4,Is episodic future thinking effective in mitigating the influence of time preference in time trade-off?,2025,The European Journal of Health Economics
436-RA,Comparison of the psychometric properties of self-complete and proxy version of the EQ-5D-Y-3L in Ethiopian children with prevalent acute illnesses,Begashaw Melaku Gebresillassie,"Descriptive Systems, Youth",2022,doi:10.1186/s41687-025-00928-8,10.1186/s41687-025-00928-8,Psychometric evaluation of the EQ-5D-Y-3L in Ethiopian pediatric inpatients: comparing self and proxy reports,2025,Journal of Patient-Reported Outcomes
441-RA,Using the EQ-5D to value the health-related quality of life of older adolescents: A feasibility and qualitative study,Trudy Sullivan,Youth,2022,doi:10.1016/j.jval.2025.02.013,10.1016/j.jval.2025.02.013,"Can Adolescents Value the EQ-5D-Y-5L and EQ-5D-5L, and How Do the Values Compare? A Feasibility Study",2025,Value in Health
442-RA,"EQ-HWB and EQ-HWB-S in Indonesia: content validity, interviewer administered version, and test-retest",Fredrick Dermawan Purba,EQ-HWB,2022,doi:10.1016/j.vhri.2025.101543,10.1016/j.vhri.2025.101543,"Psychometric Performance of EQ-HWB and EQ-HWB-9 Self-Complete and Interviewer-Administered Versions in Literate, Low-Literacy, and Patient Populations in Indonesia",2025,Value in Health Regional Issues
444-RA,Comparing the psychometric properties of the EQ-5D-3L and EQ-5D-5L in Chinese patients with pompe disease,Ricahrd Xu,Descriptive Systems,2022,doi:10.1007/s10198-024-01682-2,10.1007/s10198-024-01682-2,"Measurement properties of the EQ-5D-3L, EQ-5D-5L, and SF-6Dv2 in patients with late-onset Pompe disease",2024,The European Journal of Health Economics
445-RA,Effectiveness of an Individualized Decision Aid for Total Knee Arthroplasty Implemented in Routine Clinical Practice,Jeffrey Johnson,Populations and Health Systems,2022,doi:10.1016/j.pecinn.2025.100421,10.1016/j.pecinn.2025.100421,Usability testing of an individualized decision aid for total knee arthroplasty,2025,PEC Innovation
445-RA,Effectiveness of an Individualized Decision Aid for Total Knee Arthroplasty Implemented in Routine Clinical Practice,Jeffrey Johnson,Populations and Health Systems,2022,doi:10.1186/s12891-024-07304-5,10.1186/s12891-024-07304-5,"Exploring patient perspectives on EQ-5D-5L data visualization within an individualized decision aid for total knee arthroplasty (TKA) in Alberta, Canada",2024,BMC Musculoskeletal Disorders
454-RA,"Psychometric assessment of EQ-5D-5L, EQ-HWB and EQ-5D-Y-5L in rare genetic diseases: a mixed methods approach",Ilias Goranitis,"Descriptive Systems, Youth, EQ-HWB",2022,doi:10.1007/s11136-026-04324-7,10.1007/s11136-026-04324-7,"Content validity, face validity and comprehensiveness of generic quality-of-life measures in adults and children with rare genetic conditions and their carers: a think aloud qualitative study",2026,Quality of Life Research
458-RA,Testing the psychometric properties of 9 bolt-ons for the EQ-5D,Bas Janssen,Descriptive Systems,2022,doi:10.1016/j.jval.2024.03.2195,10.1016/j.jval.2024.03.2195,Testing the Psychometric Properties of 9 Bolt-Ons for the EQ-5D-5L in a General Population Sample,2024,Value in Health
460-RA,Population health impact of the COVID-19 pandemic (POPCORN): third wave,Juanita Haagsma,Populations and Health Systems,2022,doi:10.3389/fepid.2023.1144162,10.3389/fepid.2023.1144162,Cross-sectional and longitudinal comparison of health-related quality of life and mental well-being between persons with and without post COVID-19 condition,2023,Frontiers in Epidemiology
460-RA,Population health impact of the COVID-19 pandemic (POPCORN): third wave,Juanita Haagsma,Populations and Health Systems,2022,doi:10.3390/nu16162591,10.3390/nu16162591,The Frequency and Predictive Factors of Change in Alcohol Consumption during the COVID-19 Pandemic: Results from a Multi-Country Longitudinal Study,2024,Nutrients
461-RA,As if there were (no) tomorrow: the association between time perspective profile and self-reported health on the EQ-5D,Bas Janssen,"Descriptive Systems, Populations and Health Systems",2022,doi:10.1007/s11136-023-03509-8,10.1007/s11136-023-03509-8,Time perspective profile and self-reported health on the EQ-5D,2024,Quality of Life Research
464-RA,Acute and Chronic Episodes (ACE) Project,Benjamin M. Craig,Valuation,2022,doi:10.1007/s11136-025-04053-3,10.1007/s11136-025-04053-3,The psychometric performance of the EQ-5D-5L composite and component items in the U.S. General population and by age group,2025,Quality of Life Research
464-RA,Acute and Chronic Episodes (ACE) Project,Benjamin M. Craig,Valuation,2022,doi:10.1007/s11136-026-04242-8,10.1007/s11136-026-04242-8,A direct comparison of the measurement properties of the PROMIS-16 and EQ-5D-5L in the U.S. general population,2026,Quality of Life Research
466-RA,Testing the validity of EQ-5D-5L respiratory bolt-ons in a large Australian dataset,Mina Bahrampour,Descriptive Systems,2022,doi:10.1007/s11136-024-03817-7,10.1007/s11136-024-03817-7,Testing the psychometric characteristics of EQ-5D-5L and respiratory bolt-ons using a sample of the Australian population,2025,Quality of Life Research
60-VS,Generating an EQ-5D-3L value set for the Hashemite kingdom of Jordan,Abeer Al Rabayah,Valuation,2020,doi:10.1007/s10198-024-01712-z,10.1007/s10198-024-01712-z,Valuation of the EQ-5D-3L in Jordan,2024,The European Journal of Health Economics
60-VS,Generating an EQ-5D-3L value set for the Hashemite kingdom of Jordan,Abeer Al Rabayah,Valuation,2020,doi:10.1007/s11136-025-04151-2,10.1007/s11136-025-04151-2,Factors associated with health state valuations: a secondary analysis of an EQ-5D-3L valuation study from Jordan,2026,Quality of Life Research
645-RA,"Implementation of a digital survey, and development of an EQ-based patient platform (dashboard) in national longcovid study (CORFU) focussing on quality of life",Gouke Bonsel,Populations and Health Systems,2021,doi:10.1136/bmjopen-2022-065142,10.1136/bmjopen-2022-065142,"Prevalence, pathophysiology, prediction and health-related quality of life of long COVID: study protocol of the longitudinal multiple cohort CORona Follow Up (CORFU) study",2022,BMJ Open
69-RA,A mixed methods approach to testing alternative recall periods for EQ-5D (2nd revision),Nan Luo,Descriptive Systems,2020,doi:10.1007/s11897-024-00686-6,10.1007/s11897-024-00686-6,Screening for Heart Failure: Biomarkers to Detect Heightened Risk in the General Population,2024,Current Heart Failure Reports
69-RA,A mixed methods approach to testing alternative recall periods for EQ-5D (2nd revision),Nan Luo,Descriptive Systems,2020,doi:10.1016/j.jval.2024.07.004,10.1016/j.jval.2024.07.004,An Exploratory Study of Alternative Time Frames and Descriptors for EQ-5D-5L in Obstructive Airway Diseases Using Mixed Methods,2024,Value in Health
71-RA,Does the scoring matter? The impact of using different EQ-5D scoring methods on cost-utility results,Judith Bosmans,Valuation,2020,doi:10.1007/s10198-022-01539-6,10.1007/s10198-022-01539-6,To what extent does the use of crosswalks instead of EQ-5D value sets impact reimbursement decisions?: a simulation study,2022,The European Journal of Health Economics
74-RA,General public EQ-5D measurement before and during general Covid-19 quarantine in Spain,Juan Manuel Ramos-Goñi,Populations and Health Systems,2020,doi:10.1371/journal.pone.0329413,10.1371/journal.pone.0329413,Health-related quality of life and QALY loss under COVID-19 lockdown: The case of Spain,2025,PLOS One
76-RA,A PhD grant to investigate the valuation of worse-than-dead health states,Nan Luo,Valuation,2021,doi:10.1016/j.jval.2025.01.010,10.1016/j.jval.2025.01.010,How Do Individuals Value Worse-Than-Dead EQ-5D-5L Health States in Composite Time Trade-Off Tasks? A Qualitative Study,2025,Value in Health
77-RA,Public health impact of the COVID-19 pandemia: inequity of its effects and the role of health policies.,Juanita Haagsma,Populations and Health Systems,2020,doi:10.1007/s11136-024-03704-1,10.1007/s11136-024-03704-1,The relationship between healthcare access and change in health-related quality-of-life among the general population of five countries during the COVID-19 pandemic,2024,Quality of Life Research
77-RA,Public health impact of the COVID-19 pandemia: inequity of its effects and the role of health policies.,Juanita Haagsma,Populations and Health Systems,2020,doi:10.1007/s11136-026-04285-x,10.1007/s11136-026-04285-x,Socioeconomic inequalities in health-related quality of life during the COVID-19 pandemic: a six-country comparison using the EQ-5D-5 L,2026,Quality of Life Research
77-RA,Public health impact of the COVID-19 pandemia: inequity of its effects and the role of health policies.,Juanita Haagsma,Populations and Health Systems,2020,doi:10.1016/j.ssmph.2021.100913,10.1016/j.ssmph.2021.100913,Health-related quality of life and mental well-being of healthy and diseased persons in 8 countries: Does stringency of government response against early COVID-19 matter?,2021,SSM - Population Health
77-RA,Public health impact of the COVID-19 pandemia: inequity of its effects and the role of health policies.,Juanita Haagsma,Populations and Health Systems,2020,doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,"Anxiety, depression, and social connectedness among the general population of eight countries during the COVID-19 pandemic",2022,Archives of Public Health
77-RA,Public health impact of the COVID-19 pandemia: inequity of its effects and the role of health policies.,Juanita Haagsma,Populations and Health Systems,2020,doi:10.1371/journal.pone.0272252,10.1371/journal.pone.0272252,Health inequities as measured by the EQ-5D-5L during COVID-19: Results from New York in healthy and diseased persons,2022,PLoS ONE
83-VS,An Australian Value Set for the EQ-5D-Y,Richard Norman,"Valuation, Youth",2020,doi:10.1186/s12955-025-02402-x,10.1186/s12955-025-02402-x,An Australian Value Set for the EQ-5D-Y-3L,2025,Health and Quality of Life Outcomes
